id,text,label,language,category,technique,has_link,has_urgency,alphabet
826,Konzum BiH: Vaša Konzum kartica je aktivirana. Prvih 7 dana dupli bodovi!,legitimate,bs,shopping,promotion,FALSE,FALSE,latin
827,"ERSTE: Obavijest: Mjesečna naknada za račun iznosi 5,00 EUR. Stanje nakon naknade: 1.230,45 EUR.",legitimate,hr,bank,notification,FALSE,FALSE,latin
828,"МУП Србије: У случају сумње на смишинг, обришите поруку и не кликћите на линк.",legitimate,sr,police,security,FALSE,FALSE,cyrillic
829,Obavijest o dostavi: Kurir vas nije pronašao. Potvrdite novi termin: http://kurir-term.com,phishing,hr,delivery,urgency,TRUE,TRUE,latin
830,"BH Telecom: Vaš račun za fiksni telefon iznosi 32,50 KM. Rok 10.06.2026.",legitimate,bs,telecom,bill,FALSE,TRUE,latin
831,Croatia osiguranje: Polica je uspješno produžena. Nova važnost: 01.07.2024 - 30.06.2025.,legitimate,hr,unknown,tricky,FALSE,FALSE,latin
832,"Телеком Србија: Ваш мтс налог је успешно ажуриран. Нова лозинка је активна. Ако нисте Ви извршили промену, контактирајте подршку одмах.",legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
833,Čestitamo na uspešno položenom prijemnom ispitu.,legitimate,sr,education,full_diacritic_set,FALSE,FALSE,latin
834,ПостЕxпресс: Пошиљка PE77321 задржана на царини. Унесите ЈМБГ за брзо царињење: https://postexpress.rs/carina-jmbg,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
835,One: Osvojili ste 500 GB dodatnog interneta! Aktivirajte: https://one-bonus.me,phishing,me,reward,false_reward,TRUE,TRUE,latin
836,НЛБ: Ваша картица је означена за додатну сигурност. Верификујте преко апликације: https://nlb.rs/kartica-sigurnost,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
837,Јеттел: Ваш уговор је успешно продужен на 24 месеца. Нови пакет: Yettel Full 20GB.,legitimate,sr,telecom,notification,FALSE,FALSE,cyrillic
838,Čestitamo! Osvojili ste vaučer za Maxi. Unesite podatke.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
839,Јеттел: Ваш уговор истиче 30.06.2026. Контактирајте нас за продужење пакета на 064 123 4567.,legitimate,sr,telecom,reminder,FALSE,TRUE,cyrillic
840,"Glovo dostava: Potrebna je doplata za dostavu iznosa 4,50€. Unesite podatke: http://glovo-pay.com",phishing,hr,delivery,data_harvesting,TRUE,TRUE,latin
841,"Интеза: Ако примите СМС са линком, немојте кликнути. Пријавите на support@intesabank.rs",legitimate,sr,bank,security,FALSE,FALSE,cyrillic
842,Dobro došli na portal za studente Univerziteta.,legitimate,sr,education,full_diacritic_single,FALSE,FALSE,latin
843,MUP: Vaš pasoš ističe za 30 dana. Produžite online bez redova: https://mup.gov.rs/pasoz-produzenje,phishing,sr,unknown,unknown,TRUE,FALSE,latin
844,Vaša potvrda je generisana automatski.,legitimate,sr,confirmation,morphological_case_nominative,FALSE,FALSE,latin
845,AIK Banka: Vaš račun je označen za proveru. Unesite podatke: https://aik-provera.com,phishing,sr,bank,data_harvesting,TRUE,TRUE,latin
846,ЦЕРТ Србије: Смишинг кампање циљају кориснике поште. Будите опрезни.,legitimate,sr,security,notice,FALSE,FALSE,cyrillic
847,ОТП банка: Ваш е-banking налог је успешно ажуриран. Нова безбедносна подешавања су активна. Детаљи у секцији 'Profil'.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
848,Pošta Srbije: Obaveštenje o carini – uplatite 550 RSD: https://posta-carina.net,phishing,sr,post,urgency,TRUE,TRUE,latin
849,Erste: Zahvaljujemo na korišćenju Erste banke. Vaš izvod za maj je u aplikaciji.,legitimate,sr,bank,notification,FALSE,FALSE,latin
850,"Телеком: Ваш рутер је успешно ажуриран на најновији firmware. Ако приметите проблеме са конекцијом, рестартујте уређај.",legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
851,Depo: Intervju s premijerom – čitajte na depo.ba.,legitimate,bs,media,notification,FALSE,FALSE,latin
852,"Depo: Ako ste dobili SMS od Depo portala s linkom, vjerovatno je prevara.",legitimate,bs,media,security,FALSE,FALSE,latin
853,Pošta Crne Gore: Pošiljka CG123456 je zadržana zbog nepotpune adrese. Ažurirajte: https://postacg-update.me,phishing,me,post,urgency,TRUE,TRUE,latin
854,Detektovana je neovlašćena transakcija od 15.000 RSD.,phishing,sr,bank,threat,FALSE,FALSE,latin
855,OTP: Vaš token je uspešno resetovan. Novi kodovi se generišu svakih 60 sekundi. Stari token je deaktiviran iz bezbednosnih razloga.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
856,Lidl BiH: Ovog vikenda svi proizvodi marke 'Lidl' -20%!,legitimate,bs,shopping,promotion,FALSE,FALSE,latin
857,Јеттел: Ваш интернет пакет од 5 GB је активиран. Важи 30 дана. Преостало: 5 GB. Проверите потрошњу у Moj Yettel апликацији.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
858,НЛБ Комерцијална: Ваша картица је привремено блокирана на ваш захтев. За деблокаду посетите филијалу или позовите 011 222 3333.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
859,Dostava Express: Paket čeka preuzimanje. Doplatite 29 kn za potvrdu adrese: http://dostava-info.net,phishing,hr,delivery,urgency,TRUE,TRUE,latin
860,DExpress: Vaša narudžbina je preuzeta od strane kurira. Procenjeno vreme: 25-35 min. Hvala vam!,legitimate,sr,delivery,notification,FALSE,FALSE,latin
861,Pošta BiH: Pošta BiH vas nikada neće kontaktirati SMS-om radi naplate carine.,legitimate,bs,post,security,FALSE,FALSE,latin
862,Hitno ažurirajte lozinku jer je vaša bezbednost ugrožena.,phishing,sr,account,urgency,FALSE,TRUE,latin
863,ПостЕxпресс: Ваша пошиљка је задржана на царини. Доплатите 500 RSD за царињење: https://postexpress-carina.net,phishing,sr,post,urgency,TRUE,TRUE,cyrillic
864,OTP: Vaša kartica je uspešno aktivirana. Možete je koristiti za plaćanje na bankomatima i prodajnim mestima. PIN: poštom.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
865,"Prva banka CG: Sigurnosna provjera – ako ste dobili čudnu poruku, obrišite je.",legitimate,me,bank,security,FALSE,FALSE,latin
866,Čestitamo! Osvojili ste putovanje u Tursku. Unesite JMBG.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
867,"Sberbank: Prijava s novog uređaja. Ako ste to vi, ignorirajte poruku. Inače nazovite podršku.",legitimate,hr,bank,security,FALSE,FALSE,latin
868,Express One: Vaša pošiljka je u tranzitu. Očekujte dostavu sutra.,legitimate,me,delivery,notification,FALSE,FALSE,latin
869,ПостЕxпресс: Пакет је предат доставном центру. Контакт курира: 064 123 4567. Хвала на стрпљењу.,legitimate,sr,post,notification,FALSE,FALSE,cyrillic
870,Hipotekarna Banka: Detektovana sumnjiva transakcija. Potvrdite identitet: https://hipotekarna-verify.me,phishing,me,bank,impersonation,TRUE,TRUE,latin
871,BH Pošta: Paket BA883291 je u dostavi. Očekivano vrijeme: sutra do 14h. Pratite na: bhposta.ba,legitimate,bs,unknown,tricky,FALSE,FALSE,latin
872,Vaša kartica je privremeno blokirana zbog sumnjive transakcije. Potvrdite identitet: http://banka-sigurnost.com,phishing,hr,bank,impersonation,TRUE,TRUE,latin
873,HEP: HEP ne traži podatke o brojilu putem SMS-a.,legitimate,hr,utilities,security,FALSE,FALSE,latin
874,MTS: Osvojili ste besplatan internet na mesec dana. Aktivirajte: https://mts-nagrada.net,phishing,sr,reward,false_reward,TRUE,TRUE,latin
875,Njuskalo: Upozorenje – lažne SMS poruke u ime Njuskalo. Ne odgovarajte.,legitimate,hr,shopping,security,FALSE,FALSE,latin
876,PBZ: Vaša kartica je automatski blokirana nakon što ste prijavili gubitak. Nova kartica u izradi.,legitimate,hr,bank,notification,FALSE,FALSE,latin
877,MTS: Vaš novi paket 'Smart 10' je aktiviran. Čestitamo!,legitimate,sr,telecom,notification,FALSE,FALSE,latin
878,Čestitamo! Osvojili ste iPhone SE. Kliknite za dostavu.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
879,Čestitamo! Dobili ste besplatni paket minuta.,phishing,sr,telecom,false_reward,FALSE,FALSE,latin
880,Srpskainfo: Novi komentar na vašu vijest o povećanju plata.,legitimate,bs,media,notification,FALSE,FALSE,latin
881,MUP Srbije: Ne otvarajte sumnjive linkove. Banke i MUP nikada ne traže podatke SMS-om.,legitimate,sr,security,notice,FALSE,FALSE,latin
882,Erste Bank: Detektovana je prijava s nepoznate lokacije. Za nastavak unesite SMS kod: https://erste-provjera.net,phishing,hr,unknown,tricky,TRUE,FALSE,latin
883,НЛБ Комерцијална банка: Детектован приступ с непознатог уређаја. Потврдите: https://nlb-sigurno.rs,phishing,sr,bank,impersonation,TRUE,TRUE,cyrillic
884,Vaš paket je vraćen pošiljaocu. Za ponovnu dostavu platite 300 RSD.,phishing,sr,post,urgency,FALSE,FALSE,latin
885,Pošta Srbije: Paket ne može biti isporučen. Ažurirajte adresu i platite 200 RSD: https://posta-srbija.com,phishing,sr,post,urgency,TRUE,TRUE,latin
886,APIF: Obavijest o dospijeću rate. Izbjegnite zatezne kamate: https://apif-placanje.net,phishing,bs,unknown,tricky,TRUE,FALSE,latin
887,AIK: Vaša uplata od 15.000 RSD na račun 160-123456-78 je izvršena.,legitimate,sr,bank,transaction,FALSE,FALSE,latin
888,Vaša pošiljka čeka u skladištu. Plaća se naknada za čuvanje: http://skladiste-plati.xyz,phishing,hr,post,urgency,TRUE,TRUE,latin
889,"Avaz: Čestitamo, osvojili ste paket knjiga 'Baština'. Preuzmite do 30.06.2026.",legitimate,bs,reward,notification,FALSE,TRUE,latin
890,Parking servis Beograd: Novogodišnje radno vreme – 01.01.2027. parking besplatan.,legitimate,sr,parking,notice,FALSE,FALSE,latin
891,Plaćanje je izvršeno vašom karticom.,phishing,sr,bank,morphological_case_instrumental,FALSE,FALSE,latin
892,Raspored časova za zimski semestar je objavljen.,legitimate,sr,education,full_diacritic_single,FALSE,FALSE,latin
893,DM BiH: DM aplikacija – skupljajte bodove i pratite akcije na mobitelu.,legitimate,bs,shopping,notice,FALSE,FALSE,latin
894,"Hvala na kupovini, racun vam je poslat na email.",legitimate,sr,shopping,ascii_approximation_set,FALSE,FALSE,latin
895,A1 Srbija: Potrošnja je premašila 95% limita (9.5 GB od 10 GB). Dodatni paket od 2 GB se aktivira automatski za 200 RSD.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
896,ОТП банка: Ваш налог је закључан након 3 погрешна покушаја. За откључавање позовите 011 655 5555 или посетите филијалу.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
897,Novosti: Edukacija građana – kako zaštititi bankovne podatke.,legitimate,sr,media,notice,FALSE,FALSE,latin
898,Glovo Srbija: Dostava je stigla na Vašu adresu. Ostavite recenziju u aplikaciji i ostvarite popust.,legitimate,sr,delivery,notification,FALSE,FALSE,latin
899,Glovo: Vaša narudžba je otkazana od strane restorana. Iznos je vraćen na račun.,legitimate,hr,delivery,notification,FALSE,FALSE,latin
900,AIK Banka: Vaš e-token kod je 847392. Važi 60 sekundi. Ne delite kod s trećim licima.,legitimate,sr,bank,otp,FALSE,FALSE,latin
901,OTP: Generisan je novi SMS kod za prijavu. Važi 120 sekundi. Unesite: https://otp.rs/sms-kod-prijava,phishing,sr,unknown,unknown,TRUE,FALSE,latin
902,Fakturi je dodat datum dospeća.,legitimate,sr,billing,morphological_case_dative,FALSE,FALSE,latin
903,DExpress: Pošiljka PE77321 je stigla u vaš grad. Dostava sutra 09:00-15:00. Budite dostupni na adresi. Kontakt kurira: 064 555 6666.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
904,CERT Srbije: Prijavite smishing na prijava@cert.rs.,legitimate,sr,security,notice,FALSE,FALSE,latin
905,OTP banka: Vaša žiro-račun je aktiviran. Sada možete primati uplate.,legitimate,sr,bank,notification,FALSE,FALSE,latin
906,Pošta CG: Pošiljka zadržana u skladištu. Naknada: 20 EUR: https://posta-skladiste.me,phishing,me,post,urgency,TRUE,TRUE,latin
907,"CK Banka: Plaćanje trajnim nalogom za struju izvršeno. Iznos: 35,00 EUR. Datum: 20.05.2024.",legitimate,me,bank,transaction,FALSE,FALSE,latin
908,Ekupi: Ekupi ne šalje SMS poruke s nagradnim igrama.,legitimate,hr,shopping,security,FALSE,FALSE,latin
909,Телеком Србија: Ваш захтев за пренос броја је прихваћен. Пренос ће се обавити 25.05.2026.,legitimate,sr,telecom,notification,FALSE,FALSE,cyrillic
910,Informacije o poklonu su dostupne na portalu.,phishing,sr,reward,morphological_case_locative,FALSE,FALSE,latin
911,А1: Роаминг је искључен за Ваш број. За активацију пошаљите SMS 'ROAM' на 1234.,legitimate,sr,telecom,notification,FALSE,FALSE,cyrillic
912,Čestitamo! Osvojili ste vaučer za Beogradski aerodrom. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
913,Hitno! Vaš paket je zadržan na carini. Doplatite 150 RSD.,phishing,sr,post,urgency,FALSE,TRUE,latin
914,Telenor CG: Vaš broj je označen za prenos u drugu mrežu. Potvrdite ili otkažite zahtjev: https://telenor-prijenos.net,phishing,me,unknown,tricky,TRUE,FALSE,latin
915,Čestitamo! Osvojili ste vaučer za Aroma. Unesite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
916,Рајфајзен: Обавештење: Ваша картица ће истећи 12/2026. Нова картица ће бити аутоматски послата на вашу адресу. Нема потребе за акцијом.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
917,Addiko Bank BiH: Addiko ne šalje SMS poruke s upozorenjem o blokadi računa.,legitimate,bs,bank,security,FALSE,FALSE,latin
918,A1: Vaša opcija 'Roaming Balkan' je aktivirana. Važi u 6 zemalja regiona.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
919,МУП Србије: Ваша возачка дозвола је суспендована због неплаћених казни. Платите: https://mup-kazne.online,phishing,sr,police,threat,TRUE,TRUE,cyrillic
920,UniCredit Bank BiH: UniCredit savjetuje – ne dijelite povjerljive podatke.,legitimate,bs,bank,security,FALSE,FALSE,latin
921,ДЕxпресс: Курир је у близини. Потврдите присуство да би достава била успешна: https://dexpress.rs/kurir-blizina,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
922,MTS: MTS neće poslati SMS sa zahtjevom da unesete JMBG.,legitimate,sr,telecom,security,FALSE,FALSE,latin
923,Poreska uprava CG: Obavještenje o dospijeću obaveze. Izbjegnite zatezne kamate plaćanjem prije roka: https://poreska-uplata.me,phishing,me,unknown,tricky,TRUE,TRUE,latin
924,Vaš račun je označen za proveru. Potvrdite identitet.,phishing,sr,bank,urgency,FALSE,FALSE,latin
925,Pošta: Vaš paket čeka na carini. Za carinjenje je potrebna faktura. Unesite podatke na: posta.rs/carina ili donesite dokumente u poštu.,phishing,sr,unknown,tricky,FALSE,FALSE,latin
926,Телеком: Ваша претплата истиче сутра. Продужите уз попуст: https://telekom-produzi.com,phishing,sr,telecom,scarcity,TRUE,TRUE,cyrillic
927,"AIK Banka: Vaša kartica je korišćena za plaćanje u inostranstvu 2.450 RSD. Ako niste vi, blokirajte: https://aik-blokada.rs",phishing,sr,bank,threat,TRUE,TRUE,latin
928,Crodux: Crodux ne šalje SMS poruke s obavijestima o dugovanjima.,legitimate,hr,utilities,security,FALSE,FALSE,latin
929,Пореска управа: Извештај о обрачунатом порезу за 2025. годину је доступан на порталу.,legitimate,sr,tax,notification,FALSE,FALSE,cyrillic
930,Čestitamo! Dobili ste besplatni internet na mesec dana.,phishing,sr,telecom,false_reward,FALSE,FALSE,latin
931,А1: Ваша SIM картица је активирана. Почетни баланс: 0 RSD. Учитајте кредит кодом *100*voucher# или у апликацији Moj A1.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
932,CK Banka: Vaša kartica je upravo korišćena na bankomatu u Budvi. Stanje: 450 EUR.,legitimate,me,bank,transaction,FALSE,FALSE,latin
933,НЛБ Комерцијална: Ваша картица ****8832 је привремено ограничена за online куповину. Верификујте: https://nlb.rs/kartica-podesavanja-online,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
934,Pošta Srbije: Pošta Srbije ne traži podatke o kartici putem SMS-a. Budite oprezni.,legitimate,sr,post,security,FALSE,FALSE,latin
935,Pošta: Vaša pošiljka je preusmerena na novu adresu prema vašem zahtevu. Dostava se očekuje u naredna 2 radna dana.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
936,Pošta Srbije: Vaš paket čeka na carini. Platite carinu od 450 RSD: https://rs-posta.net,phishing,sr,post,urgency,TRUE,TRUE,latin
937,Glovo Hrvatska: Narudžba je potvrđena. Restoran 'Kod Pere' priprema vašu hranu.,legitimate,hr,delivery,notification,FALSE,FALSE,latin
938,Addiko Bank: Vaša uplata na račun IBAN HR... je uspješno izvršena.,legitimate,hr,bank,transaction,FALSE,FALSE,latin
939,"HPB: Vaša kartica ****7721 korištena je za transakciju od 340 EUR. Ako niste Vi, blokirajte odmah: https://hpb-blokada.com",phishing,hr,unknown,tricky,TRUE,TRUE,latin
940,Hrvatski Telekom: Vaš broj je uspješno registriran. Dobrodošli u HT mrežu. Za pomoć nazovite 0800 123 456.,legitimate,hr,telecom,notification,FALSE,FALSE,latin
941,A1: Vaš broj je privremeno suspendovan zbog tehničkog održavanja. Potvrdite vraćanje: https://a1.rs/odrzavanje-vracanje,phishing,sr,unknown,unknown,TRUE,TRUE,latin
942,Yettel: Prekoračili ste 90% mesečnog limita interneta (8.1 GB od 9 GB). Dodatni GB se naplaćuje 150 RSD. Proverite u aplikaciji.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
943,"Поштовани, ваш налог је привремено суспендован. Потврдите идентитет на: https://intesa-verifikacija.rs",phishing,sr,bank,impersonation,TRUE,TRUE,cyrillic
944,Рајфајзен: Ваш кредит је одобрен. Уговор је спреман за потпис у експозитури Нови Сад.,legitimate,sr,bank,notification,FALSE,FALSE,cyrillic
945,Yettel: Yettel preporučuje – blokirajte nepoznate brojeve koji šalju sumnjive poruke.,legitimate,sr,telecom,security,FALSE,FALSE,latin
946,Croatia osiguranje: Polica ističe za 72h. Produžite uz 15% popusta: https://cro-osiguranje-obnova.net,phishing,hr,unknown,tricky,TRUE,FALSE,latin
947,Pošta BiH: Naše poruke nikad ne sadrže zahtjev za unosom ličnih podataka.,legitimate,bs,post,security,FALSE,FALSE,latin
948,Telekom: Vaš ruter je uspešno instaliran. Tehnička podrška je dostupna 24/7 na 0800 100 100. Hvala što koristite naše usluge!,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
949,"Raiffeisen: Transakcija karticom ****3421 u iznosu od 1.299 RSD je odobrena. Stanje: 124.567,80 RSD.",legitimate,sr,bank,transaction,FALSE,FALSE,latin
950,Пошта Србије: Ваш пакет HR883291RS је у достави. Очекивано време: данас до 18:00h. Пратите статус на: posta.rs/pratipaket,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
951,ДЕxпресс: Ваш пакет је успешно достављен. Хвала што користите DExpress!,legitimate,sr,delivery,notification,FALSE,FALSE,cyrillic
952,Depo.ba: Depo ne šalje SMS poruke s upozorenjem o blokadi naloga.,legitimate,bs,media,security,FALSE,FALSE,latin
953,Yettel: Vaš broj je uspešno prenet iz A1 mreže. Dobrodošli u Yettel! Početni bonus: 10 GB interneta i 500 minuta. Važi 30 dana.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
954,Bingo: Bingo ne šalje SMS poruke s dobitkom na koje trebate odgovoriti.,legitimate,bs,shopping,security,FALSE,FALSE,latin
955,MTS: Vaš broj je privremeno ograničen zbog neobične aktivnosti. Za verifikaciju pošaljite SMS sa kodom 847392 na 1234.,phishing,sr,unknown,tricky,FALSE,FALSE,latin
956,Netflix: Netflix ne šalje SMS poruke o obnovi pretplate s linkom.,legitimate,neutral,subscription,security,FALSE,FALSE,latin
957,Raiffeisen: Podsetnik – rok za uplatu računa za struju je 20.06.2026. Iznos: 3.200 RSD.,legitimate,sr,bank,reminder,FALSE,TRUE,latin
958,НЛБ: Ваша кредитна картица доспева за обнову. Потврдите адресу доставе: https://nlb.rs/kartica-obnova,phishing,sr,unknown,unknown,TRUE,FALSE,cyrillic
959,Telegraf: Nova smishing kampanja – lažne nagrade i vaučeri.,legitimate,sr,media,notice,FALSE,FALSE,latin
960,"A1 Srbija: Potrošnja interneta: 8,2 GB od 15 GB. Dodatni paket aktivirajte SMS 'NET' na 1234.",legitimate,sr,telecom,notification,FALSE,FALSE,latin
961,Ažurirajte sigurnosne postavke na kartici.,phishing,sr,bank,morphological_case_locative,FALSE,TRUE,latin
962,МУП: Ваша лична карта је успешно произведена. Спремна је за преузимање. Радно време МУП-а: 08:00-16:00. Понесите потврду.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
963,Müller BiH: Dobrodošli u Müller svijet! Prvih 7 dana -10% na sve.,legitimate,bs,shopping,promotion,FALSE,FALSE,latin
964,Netflix: Vaša pretplata ističe danas. Obnovite odmah: https://netflix-obnova.rs,phishing,sr,subscription,urgency,TRUE,TRUE,latin
965,"Pobjeda: Čestitamo, osvojili ste knjigu 'Crna Gora kroz istoriju'. Preuzmite u redakciji.",legitimate,me,reward,notification,FALSE,FALSE,latin
966,Potvrdom se garantuje originalnost dokumenta.,legitimate,sr,confirmation,morphological_case_instrumental,FALSE,FALSE,latin
967,ДЕxпресс: Ваша пошиљка DE883291 је оштећена у транспорту. Захтев за одштету поднесите на: dexpress.rs/osteta или позовите 011 555 6666.,phishing,sr,unknown,tricky,FALSE,FALSE,cyrillic
968,Интеза: Интеза вас никада неће звати или слати СМС да тражи CVV код.,legitimate,sr,bank,security,FALSE,FALSE,cyrillic
969,Pošta CG: Zvanični linkovi pošte su isključivo na domenu postacg.me.,legitimate,me,post,security,FALSE,FALSE,latin
970,A1 Crna Gora: Vaš broj će biti ugašen zbog neaktivnosti. Potvrdite: https://a1-aktivacija.net,phishing,me,telecom,urgency,TRUE,TRUE,latin
971,OTP banka: OTP banka ne šalje SMS poruke s upitom za ažuriranje ličnih podataka.,legitimate,sr,bank,security,FALSE,FALSE,latin
972,Јеттел: Ваш уговор истиче 30.06.2026. Продужите сада и остварите 20% попуста. Детаљи: yettel.rs/ponude или позовите 064 123 4567.,legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
973,PBZ: Uspješno ste promijenili PIN za karticu. Zapamtite novi PIN.,legitimate,hr,bank,notification,FALSE,FALSE,latin
974,"Erste: Nikada ne delite e-token kod ni sa kim, ni sa 'službenikom banke'.",legitimate,sr,bank,security,FALSE,FALSE,latin
975,Zeleni parking: Vaš bon je istekao. Produžite sada: http://zeleni-park.net,phishing,hr,tax,urgency,TRUE,TRUE,latin
976,Raiffeisen Bank BiH: Vaš e-token kod je 773291. Važi 60 sekundi. Ne dijelite ga.,legitimate,bs,bank,otp,FALSE,FALSE,latin
977,Zagrebačka banka: Zaba vas nikad neće tražiti da kliknete na link u SMS-u.,legitimate,hr,bank,security,FALSE,FALSE,latin
978,МУП Србије: На Ваше име је издата саобраћајна казна. Платите с попустом: https://mup-kazne.help,phishing,sr,police,threat,TRUE,TRUE,cyrillic
979,Čestitamo! Dobili ste vaučer od 500 RSD. Iskoristite odmah.,phishing,sr,reward,false_reward,FALSE,TRUE,latin
980,Molimo vas da platite fakturu.,legitimate,sr,billing,morphological_case_accusative,FALSE,FALSE,latin
981,PostExpress: Dostava je uspešno obavljena. Ostavite ocenu kuriru i ostvarite 10% popusta.,legitimate,sr,unknown,unknown,FALSE,FALSE,latin
982,ProCredit: Nikada ne otkrivajte svoj e-token kod putem telefona ili SMS-a.,legitimate,sr,bank,security,FALSE,FALSE,latin
983,"DExpress: Vaš paket je spreman za preuzimanje u ekspozituri (Novi Sad, Bulevar Oslobođenja 45). Radno vreme: 08:00-20:00.",legitimate,sr,unknown,tricky,FALSE,FALSE,latin
984,MUP RS: MUP RS ne šalje SMS poruke o suspenziji vozačke dozvole.,legitimate,bs,police,security,FALSE,FALSE,latin
985,"NLB Banka: Uspješno ste izvršili plaćanje režija u iznosu od 98,50 EUR.",legitimate,sr,bank,transaction,FALSE,FALSE,latin
986,Vaš nalog je označen za reviziju. Ažurirajte odmah.,phishing,sr,bank,urgency,FALSE,TRUE,latin
987,Parking servis: Vaš automobil je prijavljen za neovlašteno parkiranje. Riješite ovdje: http://parking-servis.com,phishing,hr,tax,threat,TRUE,TRUE,latin
988,Čestitamo! Dobili ste vaučer od 1.000 RSD. Iskoristite.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
989,Parking Zagreb: Vaša pretplata za Zonu 2 je obnovljena do 31.12.2024.,legitimate,hr,parking,notification,FALSE,FALSE,latin
990,NLB: Vaša kreditna kartica dospeva za obnovu. Potvrdite adresu dostave: https://nlb.rs/kartica-obnova,phishing,sr,unknown,unknown,TRUE,FALSE,latin
991,Parking servis Varaždin: Upozorenje – lažne SMS poruke o parkingu.,legitimate,hr,parking,security,FALSE,FALSE,latin
992,MTS: Vaš TV paket je ažuriran. Za prijem novih kanala potvrdite pretplatu: https://mts.rs/tv-paket-potvrda,phishing,sr,unknown,unknown,TRUE,FALSE,latin
993,ДЕxпресс: Ваша пошиљка је успешно достављена и потписана од стране примаоца. Електронска потврда је послата на ваш email.,legitimate,sr,unknown,unknown,FALSE,FALSE,cyrillic
994,Unicredit: Vaša kreditna kartica je poslata na adresu. Očekujte za 3-5 radnih dana.,legitimate,sr,bank,notification,FALSE,FALSE,latin
995,DExpress: Vaš paket je predat kuriru. Procenjeno vreme dostave: 45-60 min. Pratite lokaciju kurira u DExpress aplikaciji.,legitimate,sr,unknown,tricky,FALSE,FALSE,latin
996,Čestitamo! Osvojili ste vaučer za Konzum. Unesite podatke.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
997,PBZ: Odbijena transakcija zbog nedostatka sredstava. Molimo uplatite sredstva ili kontaktirajte banku.,legitimate,hr,bank,transaction,FALSE,TRUE,latin
998,Platite parking kaznu s 50% popusta ako platite u roku od 2h.,phishing,sr,tax,scarcity,FALSE,TRUE,latin
999,m:tel: Akcija – dupla količina interneta za iste pare do kraja mjeseca.,legitimate,me,telecom,promotion,FALSE,FALSE,latin
1000,"A1 Hrvatska: Vaš ugovor je obnovljen. Novi ciklus počinje 01.07.2024. Stanje računa: 0,00 EUR.",legitimate,hr,unknown,tricky,FALSE,FALSE,latin
1001,"Raiffeisen: Bezbednosno obaveštenje - Vaša kartica je korišćena za online transakciju od 12.450 RSD. Ako niste Vi, blokirajte u aplikaciji.",legitimate,sr,unknown,tricky,FALSE,FALSE,latin
1002,Unesite broj lične karte i datum rođenja za odblokadu.,phishing,sr,police,data_harvesting,FALSE,FALSE,latin
1003,MUP: Vaša lična karta je prijavljena kao izgubljena. Blokirajte online: https://mup-blokada.info,phishing,sr,police,urgency,TRUE,TRUE,latin
1004,Vaš nalog je označen za reviziju. Potvrdite podatke.,phishing,sr,bank,urgency,FALSE,FALSE,latin
1005,МТС: Ваш број је успешно верификован. Све услуге су активне. Хвала на сарадњи. Подршка: 0800 100 100 (бесплатан позив),legitimate,sr,unknown,tricky,FALSE,FALSE,cyrillic
1006,Čestitamo! Dobili ste iPhone 14. Kliknite za preuzimanje.,phishing,sr,reward,false_reward,FALSE,FALSE,latin
1007,MUP RH: Registracija vozila je uspješno produžena. Nova prometna dozvola je spremna za preuzimanje.,legitimate,hr,unknown,tricky,FALSE,FALSE,latin
1008,m:tel BiH: Promijenili ste tarifni paket u 'M:tel Extra'. Nova cijena: 25 KM/mjesečno.,legitimate,bs,telecom,notification,FALSE,FALSE,latin
1009,Ažurirajte podatke da izbegnete suspenziju.,phishing,sr,account,full_diacritic_set,FALSE,TRUE,latin
